time,enrolled,available,waitlisted,total
2022-11-06T04:43:55,0,300,0,300
2022-11-06T04:54:20,0,300,0,300
2022-11-06T05:03:38,0,300,0,300
2022-11-06T05:12:55,0,300,0,300
2022-11-06T05:22:11,0,300,0,300
2022-11-06T05:31:29,0,300,0,300
2022-11-06T05:40:45,0,300,0,300
2022-11-06T05:50:00,0,300,0,300
2022-11-06T05:59:18,0,300,0,300
2022-11-06T06:08:37,0,300,0,300
2022-11-06T06:17:56,0,300,0,300
2022-11-06T06:27:13,0,300,0,300
2022-11-06T06:36:30,0,300,0,300
2022-11-06T06:45:46,0,300,0,300
2022-11-06T06:55:01,0,300,0,300
2022-11-06T07:04:18,0,300,0,300
2022-11-06T07:13:36,0,300,0,300
2022-11-06T07:22:53,0,300,0,300
2022-11-06T07:32:11,0,300,0,300
2022-11-06T07:41:29,0,300,0,300
2022-11-06T07:50:48,0,300,0,300
2022-11-06T08:00:04,0,300,0,300
2022-11-06T08:09:20,0,300,0,300
2022-11-06T08:18:38,0,300,0,300
2022-11-06T08:27:55,0,300,0,300
2022-11-06T08:37:11,0,300,0,300
2022-11-06T08:46:28,0,300,0,300
2022-11-06T08:55:46,0,300,0,300
2022-11-06T09:05:01,0,300,0,300
2022-11-06T09:14:16,0,300,0,300
2022-11-06T09:23:31,0,300,0,300
2022-11-06T09:32:44,0,300,0,300
2022-11-06T09:41:58,0,300,0,300
2022-11-06T09:51:12,0,300,0,300
2022-11-06T10:00:26,0,300,0,300
2022-11-06T10:09:39,0,300,0,300
2022-11-06T10:18:53,0,300,0,300
2022-11-06T10:28:06,0,300,0,300
2022-11-06T10:37:23,0,300,0,300
2022-11-06T10:46:38,0,300,0,300
2022-11-06T10:55:53,0,300,0,300
2022-11-06T11:05:08,0,300,0,300
2022-11-06T11:14:22,0,300,0,300
2022-11-06T11:23:39,0,300,0,300
2022-11-06T11:33:02,0,300,0,300
2022-11-06T11:42:18,0,300,0,300
2022-11-06T11:51:32,0,300,0,300
2022-11-06T12:00:46,0,300,0,300
2022-11-06T12:10:01,0,300,0,300
2022-11-06T12:19:16,0,300,0,300
2022-11-06T12:28:42,0,300,0,300
2022-11-06T12:37:55,0,300,0,300
2022-11-06T12:47:11,0,300,0,300
2022-11-06T12:56:25,0,300,0,300
2022-11-06T13:05:39,0,300,0,300
2022-11-06T13:14:54,0,300,0,300
2022-11-06T13:24:10,0,300,0,300
2022-11-06T13:33:24,0,300,0,300
2022-11-06T13:42:38,0,300,0,300
2022-11-06T13:51:51,0,300,0,300
2022-11-06T14:01:06,0,300,0,300
2022-11-06T14:10:22,0,300,0,300
2022-11-06T14:19:45,0,300,0,300
2022-11-06T14:28:59,0,300,0,300
2022-11-06T14:38:13,0,300,0,300
2022-11-06T14:47:30,0,300,0,300
2022-11-06T14:56:44,0,300,0,300
2022-11-06T15:05:57,0,300,0,300
2022-11-06T15:15:11,0,300,0,300
2022-11-06T15:24:25,0,300,0,300
2022-11-06T15:33:38,0,300,0,300
2022-11-06T15:42:53,0,300,0,300
2022-11-06T15:52:05,0,300,0,300
2022-11-06T16:01:18,0,300,0,300
2022-11-06T16:10:41,0,300,0,300
2022-11-06T16:19:55,0,300,0,300
2022-11-06T16:29:12,0,300,0,300
2022-11-06T16:38:28,0,300,0,300
2022-11-06T16:47:43,0,300,0,300
2022-11-06T16:56:58,0,300,0,300
2022-11-06T17:06:12,0,300,0,300
2022-11-06T17:15:27,0,300,0,300
2022-11-06T17:24:42,0,300,0,300
2022-11-06T17:33:57,0,300,0,300
2022-11-06T17:43:23,0,300,0,300
2022-11-06T17:52:37,0,300,0,300
2022-11-06T18:01:52,0,300,0,300
2022-11-06T18:11:07,0,300,0,300
2022-11-06T18:20:23,0,300,0,300
2022-11-06T18:29:37,0,300,0,300
2022-11-06T18:38:50,0,300,0,300
2022-11-06T18:48:04,0,300,0,300
2022-11-06T18:57:19,0,300,0,300
2022-11-06T19:06:35,0,300,0,300
2022-11-06T19:15:58,0,300,0,300
2022-11-06T19:25:12,0,300,0,300
2022-11-06T19:34:27,0,300,0,300
2022-11-06T19:43:40,0,300,0,300
2022-11-06T19:52:54,0,300,0,300
2022-11-06T20:02:08,0,300,0,300
2022-11-06T20:11:22,0,300,0,300
2022-11-06T20:20:36,0,300,0,300
2022-11-06T20:29:52,0,300,0,300
2022-11-06T20:39:14,0,300,0,300
2022-11-06T20:48:29,0,300,0,300
2022-11-06T20:57:42,0,300,0,300
2022-11-06T21:06:57,0,300,0,300
2022-11-06T21:16:10,0,300,0,300
2022-11-06T21:25:23,0,300,0,300
2022-11-06T21:34:36,0,300,0,300
2022-11-06T21:43:52,0,300,0,300
2022-11-06T21:53:15,0,300,0,300
2022-11-06T22:02:31,0,300,0,300
2022-11-06T22:11:45,0,300,0,300
2022-11-06T22:21:01,0,300,0,300
2022-11-06T22:30:16,0,300,0,300
2022-11-06T22:39:31,0,300,0,300
2022-11-06T22:48:44,0,300,0,300
2022-11-06T22:58:00,0,300,0,300
2022-11-06T23:07:25,0,300,0,300
2022-11-06T23:16:40,0,300,0,300
2022-11-06T23:25:56,0,300,0,300
2022-11-06T23:35:12,0,300,0,300
2022-11-06T23:44:28,0,300,0,300
2022-11-06T23:53:43,0,300,0,300
2022-11-07T00:04:41,0,300,0,300
2022-11-07T00:14:05,0,300,0,300
2022-11-07T00:23:33,0,300,0,300
2022-11-07T00:32:49,0,300,0,300
2022-11-07T00:42:06,0,300,0,300
2022-11-07T00:51:20,0,300,0,300
2022-11-07T01:00:34,0,300,0,300
2022-11-07T01:09:54,0,300,0,300
2022-11-07T01:19:12,0,300,0,300
2022-11-07T01:28:27,0,300,0,300
2022-11-07T01:37:42,0,300,0,300
2022-11-07T01:47:07,0,300,0,300
2022-11-07T01:56:22,0,300,0,300
2022-11-07T02:05:35,0,300,0,300
2022-11-07T02:14:50,0,300,0,300
2022-11-07T02:24:06,0,300,0,300
2022-11-07T02:33:19,0,300,0,300
2022-11-07T02:42:34,0,300,0,300
2022-11-07T02:51:48,0,300,0,300
2022-11-07T03:01:02,0,300,0,300
2022-11-07T03:10:17,0,300,0,300
2022-11-07T03:19:32,0,300,0,300
2022-11-07T03:28:47,0,300,0,300
2022-11-07T03:38:03,0,300,0,300
2022-11-07T03:47:19,0,300,0,300
2022-11-07T03:56:36,0,300,0,300
2022-11-07T04:05:53,0,300,0,300
2022-11-07T04:23:03,0,300,0,300
2022-11-07T04:32:42,0,300,0,300
2022-11-07T04:41:59,0,300,0,300
2022-11-07T04:51:16,0,300,0,300
2022-11-07T05:00:31,0,300,0,300
2022-11-07T05:09:47,0,300,0,300
2022-11-07T05:19:01,0,300,0,300
2022-11-07T05:28:15,0,300,0,300
2022-11-07T05:37:28,0,300,0,300
2022-11-07T05:46:43,0,300,0,300
2022-11-07T05:55:59,0,300,0,300
2022-11-07T06:05:16,0,300,0,300
2022-11-07T06:14:33,0,300,0,300
2022-11-07T06:23:51,0,300,0,300
2022-11-07T06:33:08,0,300,0,300
2022-11-07T06:42:25,0,300,0,300
2022-11-07T06:51:41,0,300,0,300
2022-11-07T07:00:57,0,300,0,300
2022-11-07T07:10:14,0,300,0,300
2022-11-07T07:19:31,0,300,0,300
2022-11-07T07:28:49,0,300,0,300
2022-11-07T07:38:05,0,300,0,300
2022-11-07T07:47:23,0,300,0,300
2022-11-07T07:56:44,0,300,0,300
2022-11-07T08:06:03,0,300,0,300
2022-11-07T08:15:22,0,300,0,300
2022-11-07T08:24:40,0,300,0,300
2022-11-07T08:34:08,0,300,0,300
2022-11-07T08:43:27,0,300,0,300
2022-11-07T08:52:43,0,300,0,300
2022-11-07T09:02:01,0,300,0,300
2022-11-07T09:11:21,0,300,0,300
2022-11-07T09:20:43,0,300,0,300
2022-11-07T09:30:02,0,300,0,300
2022-11-07T09:39:21,0,300,0,300
2022-11-07T09:48:58,0,300,0,300
2022-11-07T09:58:17,0,300,0,300
2022-11-07T10:07:36,0,300,0,300
2022-11-07T10:16:55,0,300,0,300
2022-11-07T10:26:14,1,299,0,300
2022-11-07T10:35:34,1,299,0,300
2022-11-07T10:45:06,1,299,0,300
2022-11-07T10:54:25,2,298,0,300
2022-11-07T11:03:45,2,298,0,300
2022-11-07T11:13:06,3,297,0,300
2022-11-07T11:22:26,3,297,0,300
2022-11-07T11:31:58,3,297,0,300
2022-11-07T11:41:17,4,296,0,300
2022-11-07T11:50:36,4,296,0,300
2022-11-07T11:59:53,4,296,0,300
2022-11-07T12:09:22,4,296,0,300
2022-11-07T12:18:42,4,296,0,300
2022-11-07T12:28:02,5,295,0,300
2022-11-07T12:37:22,5,295,0,300
2022-11-07T12:46:52,5,295,0,300
2022-11-07T12:56:11,5,295,0,300
2022-11-07T13:05:32,5,295,0,300
2022-11-07T13:14:54,5,295,0,300
2022-11-07T13:24:24,5,295,0,300
2022-11-07T13:33:46,5,295,0,300
2022-11-07T13:43:07,5,295,0,300
2022-11-07T13:52:38,5,295,0,300
2022-11-07T14:01:59,5,295,0,300
2022-11-07T14:11:18,5,295,0,300
2022-11-07T14:20:38,5,295,0,300
2022-11-07T14:30:08,5,295,0,300
2022-11-07T14:39:27,5,295,0,300
2022-11-07T14:48:47,5,295,0,300
2022-11-07T14:58:05,6,294,0,300
2022-11-07T15:07:24,6,294,0,300
2022-11-07T15:16:55,6,294,0,300
2022-11-07T15:26:15,6,294,0,300
2022-11-07T15:35:33,6,294,0,300
2022-11-07T15:44:51,6,294,0,300
2022-11-07T15:54:20,6,294,0,300
2022-11-07T16:03:38,8,292,0,300
2022-11-07T16:12:56,8,292,0,300
2022-11-07T16:22:14,7,293,0,300
2022-11-07T16:31:43,8,292,0,300
2022-11-07T16:41:01,8,292,0,300
2022-11-07T16:50:19,8,292,0,300
2022-11-07T16:59:36,8,292,0,300
2022-11-07T17:08:56,9,291,0,300
2022-11-07T17:18:30,9,291,0,300
2022-11-07T17:27:47,9,291,0,300
2022-11-07T17:37:05,9,291,0,300
2022-11-07T17:46:23,10,290,0,300
2022-11-07T17:55:40,10,290,0,300
2022-11-07T18:05:12,10,290,0,300
2022-11-07T18:14:29,10,290,0,300
2022-11-07T18:23:46,10,290,0,300
2022-11-07T18:33:04,10,290,0,300
2022-11-07T18:42:30,10,290,0,300
2022-11-07T18:51:48,10,290,0,300
2022-11-07T19:01:05,10,290,0,300
2022-11-07T19:10:23,10,290,0,300
2022-11-07T19:19:49,10,290,0,300
2022-11-07T19:29:08,10,290,0,300
2022-11-07T19:38:27,10,290,0,300
2022-11-07T19:47:45,10,290,0,300
2022-11-07T19:57:03,10,290,0,300
2022-11-07T20:06:31,10,290,0,300
2022-11-07T20:15:50,10,290,0,300
2022-11-07T20:25:07,10,290,0,300
2022-11-07T20:34:24,10,290,0,300
2022-11-07T20:43:42,10,290,0,300
2022-11-07T20:53:00,10,290,0,300
2022-11-07T21:02:28,10,290,0,300
2022-11-07T21:11:45,10,290,0,300
2022-11-07T21:21:00,10,290,0,300
2022-11-07T21:30:20,10,290,0,300
2022-11-07T21:39:35,11,289,0,300
2022-11-07T21:48:50,11,289,0,300
2022-11-07T21:58:17,11,289,0,300
2022-11-07T22:07:34,11,289,0,300
2022-11-07T22:16:51,11,289,0,300
2022-11-07T22:26:08,11,289,0,300
2022-11-07T22:35:23,11,289,0,300
2022-11-07T22:44:40,11,289,0,300
2022-11-07T22:53:54,11,289,0,300
2022-11-07T23:03:23,12,288,0,300
2022-11-07T23:12:39,12,288,0,300
2022-11-07T23:21:54,12,288,0,300
2022-11-07T23:31:10,12,288,0,300
2022-11-07T23:40:26,12,288,0,300
2022-11-07T23:49:42,12,288,0,300
2022-11-07T23:58:57,12,288,0,300
2022-11-08T00:08:15,12,288,0,300
2022-11-08T00:17:47,12,288,0,300
2022-11-08T00:27:05,12,288,0,300
2022-11-08T00:36:20,12,288,0,300
2022-11-08T00:45:38,12,288,0,300
2022-11-08T00:54:55,12,288,0,300
2022-11-08T01:04:13,12,288,0,300
2022-11-08T01:13:31,12,288,0,300
2022-11-08T01:22:48,12,288,0,300
2022-11-08T01:32:07,12,288,0,300
2022-11-08T01:41:24,12,288,0,300
2022-11-08T01:50:52,12,288,0,300
2022-11-08T02:00:11,12,288,0,300
2022-11-08T02:09:27,12,288,0,300
2022-11-08T02:18:42,12,288,0,300
2022-11-08T02:27:58,12,288,0,300
2022-11-08T02:37:17,12,288,0,300
2022-11-08T02:46:35,12,288,0,300
2022-11-08T02:55:52,12,288,0,300
2022-11-08T03:05:09,12,288,0,300
2022-11-08T03:14:26,12,288,0,300
2022-11-08T03:23:41,12,288,0,300
2022-11-08T03:32:56,12,288,0,300
2022-11-08T03:42:24,12,288,0,300
2022-11-08T03:51:40,12,288,0,300
2022-11-08T04:02:17,12,288,0,300
2022-11-08T04:18:10,12,288,0,300
2022-11-08T04:27:53,12,288,0,300
2022-11-08T04:37:12,12,288,0,300
2022-11-08T04:46:31,12,288,0,300
2022-11-08T04:55:49,12,288,0,300
2022-11-08T05:05:07,12,288,0,300
2022-11-08T05:14:23,12,288,0,300
2022-11-08T05:23:40,12,288,0,300
2022-11-08T05:32:57,12,288,0,300
2022-11-08T05:42:15,12,288,0,300
2022-11-08T05:51:35,12,288,0,300
2022-11-08T06:00:53,12,288,0,300
2022-11-08T06:10:10,12,288,0,300
2022-11-08T06:19:26,12,288,0,300
2022-11-08T06:28:42,12,288,0,300
2022-11-08T06:37:59,12,288,0,300
2022-11-08T06:47:16,12,288,0,300
2022-11-08T06:56:34,12,288,0,300
2022-11-08T07:06:02,12,288,0,300
2022-11-08T07:15:21,12,288,0,300
2022-11-08T07:24:39,12,288,0,300
2022-11-08T07:33:58,12,288,0,300
2022-11-08T07:43:17,12,288,0,300
2022-11-08T07:52:36,12,288,0,300
2022-11-08T08:01:55,12,288,0,300
2022-11-08T08:11:14,12,288,0,300
2022-11-08T08:20:34,12,288,0,300
2022-11-08T08:29:51,12,288,0,300
2022-11-08T08:39:11,12,288,0,300
2022-11-08T08:48:29,12,288,0,300
2022-11-08T08:57:48,12,288,0,300
2022-11-08T09:07:07,12,288,0,300
2022-11-08T09:44:07,12,288,0,300
2022-11-08T09:51:43,12,288,0,300
2022-11-08T10:02:57,12,288,0,300
2022-11-08T10:11:25,12,288,0,300
2022-11-08T10:20:45,12,288,0,300
2022-11-08T10:29:55,12,288,0,300
2022-11-08T10:39:04,12,288,0,300
2022-11-08T10:48:13,12,288,0,300
2022-11-08T10:57:24,12,288,0,300
2022-11-08T11:06:44,12,288,0,300
2022-11-08T11:15:55,12,288,0,300
2022-11-08T11:25:06,12,288,0,300
2022-11-08T11:34:16,11,289,0,300
2022-11-08T11:43:39,11,289,0,300
2022-11-08T11:52:48,12,288,0,300
2022-11-08T12:01:59,12,288,0,300
2022-11-08T12:11:08,13,287,0,300
2022-11-08T12:20:16,13,287,0,300
2022-11-08T12:29:38,13,287,0,300
2022-11-08T12:38:48,13,287,0,300
2022-11-08T12:47:58,13,287,0,300
2022-11-08T12:57:07,13,287,0,300
2022-11-08T13:06:30,13,287,0,300
2022-11-08T13:15:43,13,287,0,300
2022-11-08T13:24:55,13,287,0,300
2022-11-08T13:34:06,13,287,0,300
2022-11-08T13:43:29,13,287,0,300
2022-11-08T13:52:42,13,287,0,300
2022-11-08T14:01:54,13,287,0,300
2022-11-08T14:11:10,13,287,0,300
2022-11-08T14:20:33,13,287,0,300
2022-11-08T14:29:45,13,287,0,300
2022-11-08T14:38:54,13,287,0,300
2022-11-08T14:48:04,13,287,0,300
2022-11-08T14:57:27,13,287,0,300
2022-11-08T15:06:38,13,287,0,300
2022-11-08T15:15:49,13,287,0,300
2022-11-08T15:25:00,14,286,0,300
2022-11-08T15:39:22,14,286,0,300
2022-11-08T15:48:34,14,286,0,300
2022-11-08T15:57:47,14,286,0,300
2022-11-08T16:07:04,14,286,0,300
2022-11-08T16:16:30,14,286,0,300
2022-11-08T16:25:39,14,286,0,300
2022-11-08T16:34:48,14,286,0,300
2022-11-08T16:43:56,15,285,0,300
2022-11-08T16:53:16,15,285,0,300
2022-11-08T17:02:25,15,285,0,300
2022-11-08T17:11:34,15,285,0,300
2022-11-08T17:20:43,15,285,0,300
2022-11-08T17:30:03,15,285,0,300
2022-11-08T17:39:12,15,285,0,300
2022-11-08T17:48:20,15,285,0,300
2022-11-08T17:57:30,15,285,0,300
2022-11-08T18:06:41,15,285,0,300
2022-11-08T18:16:03,15,285,0,300
2022-11-08T18:25:12,16,284,0,300
2022-11-08T18:34:22,17,283,0,300
2022-11-08T18:43:30,17,283,0,300
2022-11-08T18:52:39,17,283,0,300
2022-11-08T19:01:58,17,283,0,300
2022-11-08T19:11:05,17,283,0,300
2022-11-08T19:20:13,17,283,0,300
2022-11-08T19:29:20,17,283,0,300
2022-11-08T19:38:40,17,283,0,300
2022-11-08T19:47:47,17,283,0,300
2022-11-08T19:56:55,17,283,0,300
2022-11-08T20:06:05,17,283,0,300
2022-11-08T20:15:14,17,283,0,300
2022-11-08T20:24:22,17,283,0,300
2022-11-08T20:33:31,17,283,0,300
2022-11-08T20:42:48,17,283,0,300
2022-11-08T20:51:56,17,283,0,300
2022-11-08T21:01:04,17,283,0,300
2022-11-08T21:10:10,17,283,0,300
2022-11-08T21:19:17,17,283,0,300
2022-11-08T21:28:24,17,283,0,300
2022-11-08T21:37:41,17,283,0,300
2022-11-08T21:46:47,17,283,0,300
2022-11-08T21:55:53,17,283,0,300
2022-11-08T22:04:59,17,283,0,300
2022-11-08T22:14:05,17,283,0,300
2022-11-08T22:23:12,17,283,0,300
2022-11-08T22:32:28,17,283,0,300
2022-11-08T22:41:34,17,283,0,300
2022-11-08T22:50:40,17,283,0,300
2022-11-08T22:59:45,17,283,0,300
2022-11-08T23:08:52,17,283,0,300
2022-11-08T23:17:58,17,283,0,300
2022-11-08T23:27:04,17,283,0,300
2022-11-08T23:36:23,17,283,0,300
2022-11-08T23:45:28,17,283,0,300
2022-11-08T23:54:34,17,283,0,300
2022-11-09T00:03:40,17,283,0,300
2022-11-09T00:12:48,17,283,0,300
2022-11-09T00:21:55,17,283,0,300
2022-11-09T00:31:02,17,283,0,300
2022-11-09T00:40:21,17,283,0,300
2022-11-09T00:49:30,17,283,0,300
2022-11-09T00:58:37,17,283,0,300
2022-11-09T01:07:45,17,283,0,300
2022-11-09T01:16:52,17,283,0,300
2022-11-09T01:26:00,17,283,0,300
2022-11-09T01:35:08,17,283,0,300
2022-11-09T01:44:15,17,283,0,300
2022-11-09T01:53:22,17,283,0,300
2022-11-09T02:02:29,17,283,0,300
2022-11-09T02:11:37,17,283,0,300
2022-11-09T02:20:49,17,283,0,300
2022-11-09T02:30:08,17,283,0,300
2022-11-09T02:39:15,17,283,0,300
2022-11-09T02:48:21,17,283,0,300
2022-11-09T02:57:27,17,283,0,300
2022-11-09T03:06:34,17,283,0,300
2022-11-09T03:15:41,17,283,0,300
2022-11-09T03:24:47,17,283,0,300
2022-11-09T03:33:54,17,283,0,300
2022-11-09T03:43:03,17,283,0,300
2022-11-09T03:52:12,17,283,0,300
2022-11-09T04:01:20,17,283,0,300
2022-11-09T04:11:39,17,283,0,300
2022-11-09T04:21:36,17,283,0,300
2022-11-09T04:31:09,17,283,0,300
2022-11-09T04:40:19,17,283,0,300
2022-11-09T04:49:28,17,283,0,300
2022-11-09T04:58:34,17,283,0,300
2022-11-09T05:07:40,17,283,0,300
2022-11-09T05:16:45,17,283,0,300
2022-11-09T05:25:50,17,283,0,300
2022-11-09T05:34:59,17,283,0,300
2022-11-09T05:44:07,17,283,0,300
2022-11-09T05:53:16,17,283,0,300
2022-11-09T06:02:26,17,283,0,300
2022-11-09T06:11:35,17,283,0,300
2022-11-09T06:20:43,17,283,0,300
2022-11-09T06:29:50,17,283,0,300
2022-11-09T06:38:57,17,283,0,300
2022-11-09T06:48:04,17,283,0,300
2022-11-09T06:57:14,17,283,0,300
2022-11-09T07:06:24,17,283,0,300
2022-11-09T07:15:31,17,283,0,300
2022-11-09T07:24:39,17,283,0,300
2022-11-09T07:33:48,17,283,0,300
2022-11-09T07:42:57,17,283,0,300
2022-11-09T07:52:06,17,283,0,300
2022-11-09T08:01:15,17,283,0,300
2022-11-09T08:10:24,17,283,0,300
2022-11-09T08:19:33,17,283,0,300
2022-11-09T08:28:45,17,283,0,300
2022-11-09T08:38:05,17,283,0,300
2022-11-09T08:47:16,17,283,0,300
2022-11-09T08:56:26,17,283,0,300
2022-11-09T09:05:37,17,283,0,300
2022-11-09T09:14:47,17,283,0,300
2022-11-09T09:23:59,17,283,0,300
2022-11-09T09:33:20,17,283,0,300
2022-11-09T09:42:31,17,283,0,300
2022-11-09T09:51:44,17,283,0,300
2022-11-09T10:00:56,17,283,0,300
2022-11-09T10:10:13,17,283,0,300
2022-11-09T10:19:25,17,283,0,300
2022-11-09T10:28:54,17,283,0,300
2022-11-09T10:38:07,17,283,0,300
2022-11-09T10:47:29,17,283,0,300
2022-11-09T10:56:43,17,283,0,300
2022-11-09T11:06:04,17,283,0,300
2022-11-09T11:15:16,17,283,0,300
2022-11-09T11:24:29,17,283,0,300
2022-11-09T11:33:43,17,283,0,300
2022-11-09T11:43:05,17,283,0,300
2022-11-09T11:52:19,17,283,0,300
2022-11-09T12:01:35,17,283,0,300
2022-11-09T12:10:47,17,283,0,300
2022-11-09T12:20:08,18,282,0,300
2022-11-09T12:29:19,19,281,0,300
2022-11-09T12:38:31,18,282,0,300
2022-11-09T12:47:43,19,281,0,300
2022-11-09T12:56:54,19,281,0,300
2022-11-09T13:06:16,20,280,0,300
2022-11-09T13:15:30,20,280,0,300
2022-11-09T13:24:42,21,279,0,300
2022-11-09T13:33:58,21,279,0,300
2022-11-09T13:43:21,21,279,0,300
2022-11-09T13:52:33,21,279,0,300
2022-11-09T14:01:46,21,279,0,300
2022-11-09T14:11:04,21,279,0,300
2022-11-09T14:20:29,22,278,0,300
2022-11-09T14:29:42,21,279,0,300
2022-11-09T14:38:55,21,279,0,300
2022-11-09T14:48:08,21,279,0,300
2022-11-09T14:57:32,21,279,0,300
2022-11-09T15:06:48,22,278,0,300
2022-11-09T15:16:01,23,277,0,300
2022-11-09T15:25:13,23,277,0,300
2022-11-09T15:34:37,23,277,0,300
2022-11-09T15:43:50,23,277,0,300
2022-11-09T15:53:02,24,276,0,300
2022-11-09T16:02:29,24,276,0,300
2022-11-09T16:11:42,24,276,0,300
2022-11-09T16:20:53,25,275,0,300
2022-11-09T16:30:05,25,275,0,300
2022-11-09T16:39:30,25,275,0,300
2022-11-09T16:48:42,25,275,0,300
2022-11-09T16:57:53,25,275,0,300
2022-11-09T17:07:08,25,275,0,300
2022-11-09T17:16:32,26,274,0,300
2022-11-09T17:25:44,26,274,0,300
2022-11-09T17:34:56,26,274,0,300
2022-11-09T17:44:07,27,273,0,300
2022-11-09T17:53:18,27,273,0,300
2022-11-09T18:02:45,27,273,0,300
2022-11-09T18:11:57,27,273,0,300
2022-11-09T18:21:07,27,273,0,300
2022-11-09T18:30:18,27,273,0,300
2022-11-09T18:39:27,27,273,0,300
2022-11-09T18:48:49,27,273,0,300
2022-11-09T18:57:59,27,273,0,300
2022-11-09T19:07:10,29,271,0,300
2022-11-09T19:16:21,29,271,0,300
2022-11-09T19:25:31,29,271,0,300
2022-11-09T19:34:42,30,270,0,300
2022-11-09T19:44:02,31,269,0,300
2022-11-09T19:53:12,32,268,0,300
2022-11-09T20:02:21,32,268,0,300
2022-11-09T20:11:31,32,268,0,300
2022-11-09T20:20:40,32,268,0,300
2022-11-09T20:30:00,32,268,0,300
2022-11-09T20:39:10,32,268,0,300
2022-11-09T20:48:20,32,268,0,300
2022-11-09T20:57:29,32,268,0,300
2022-11-09T21:06:39,32,268,0,300
2022-11-09T21:15:59,32,268,0,300
2022-11-09T21:25:08,32,268,0,300
2022-11-09T21:34:16,32,268,0,300
2022-11-09T21:43:26,32,268,0,300
2022-11-09T21:52:35,32,268,0,300
2022-11-09T22:01:54,32,268,0,300
2022-11-09T22:11:04,32,268,0,300
2022-11-09T22:20:13,32,268,0,300
2022-11-09T22:29:21,32,268,0,300
2022-11-09T22:38:30,32,268,0,300
2022-11-09T22:47:38,32,268,0,300
2022-11-09T22:56:57,32,268,0,300
2022-11-09T23:06:06,32,268,0,300
2022-11-09T23:15:15,32,268,0,300
2022-11-09T23:24:23,32,268,0,300
2022-11-09T23:33:31,32,268,0,300
2022-11-09T23:42:40,32,268,0,300
2022-11-09T23:51:48,32,268,0,300
2022-11-10T00:00:56,33,267,0,300
2022-11-10T00:10:18,33,267,0,300
2022-11-10T00:19:37,33,267,0,300
2022-11-10T00:28:46,33,267,0,300
2022-11-10T00:37:57,33,267,0,300
2022-11-10T00:47:09,33,267,0,300
2022-11-10T00:56:20,33,267,0,300
2022-11-10T01:05:30,33,267,0,300
2022-11-10T01:14:40,33,267,0,300
2022-11-10T01:24:01,33,267,0,300
2022-11-10T01:33:10,33,267,0,300
2022-11-10T01:42:21,33,267,0,300
2022-11-10T01:51:30,33,267,0,300
2022-11-10T02:00:39,33,267,0,300
2022-11-10T02:09:47,33,267,0,300
2022-11-10T02:18:55,33,267,0,300
2022-11-10T02:28:01,33,267,0,300
2022-11-10T02:37:13,33,267,0,300
